Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
ECPL,ECOPLUS INC,Pink No Information,0.001600,,0,Common Stock,USA,North Carolina
EUBG,ENTREPRENEUR UNIVERSE,Pink No Information,0.007585,28.559300,1300,Common Stock,USA,Nevada
EFIR,EGPI FIRECREEK INC,Pink No Information,0.000100,9900.000000,38900,Common Stock,USA,Arizona
CLWD,CLOUDCOMMERCE INC,Pink Current,0.006000,-7.692300,2056084,Common Stock,USA,Texas
BCND,BEACON REDEVELOPMNT CORP,Pink No Information,0.002500,,0,Common Stock,USA,Illinois
HRAA,HEALTH REVENUE ASSURNC HL,Pink No Information,0.007000,0.000000,25000,Common Stock,USA,Florida
BSRC,BIOSOLAR INC,Pink Current,0.010725,-3.378400,836569,Common Stock,USA,California
FLRE,FLAMERET INC,Pink No Information,0.001000,,0,Common Stock,USA,Florida
BRNE,BORNEO RESOURCE INVST,Pink No Information,0.000810,-10.000000,400000,Common Stock,USA,Washington
IRIG,INTEGRATED DRILLING EQ HL,Pink No Information,0.020000,,0,Common Stock,USA,Texas
EXLA,HELMER DIRECTIONAL DRILL,Pink No Information,0.006900,-6.819700,54632,Common Stock,USA,Idaho
GNSG,GNS GROUP INC,Pink No Information,0.001500,,0,Common Stock,USA,Washington
IFXY,INFRAX SYSTEMS INC,Pink No Information,0.000100,0.000000,320020,Common Stock,USA,Florida
APRU,APPLE RUSH COMP INC,Pink Current,0.001600,23.076900,423907,Common Stock,USA,Florida
BMRK,BENCHMARK ENERGY CORP,Pink No Information,0.013000,-13.333300,119,Common Stock,USA,Texas
TXGE,TEXAS GULF ENERGY INC,Pink No Information,0.018000,2.857100,11600,Common Stock,USA,Texas
CBTC,XTRA BITCOIN INC,Pink No Information,0.000800,0.000000,2612800,Common Stock,USA,Idaho
EVTI,EVENTURE INTERACTIVE INC,Pink No Information,0.000100,0.000000,7184250,Common Stock,USA,California
VAPR,VAPORBRANDS INTL INC,Pink Current,0.004400,0.000000,20000,Common Stock,USA,Florida
CRSQ,CORPORATE RESTAURANT CNCP,Pink No Information,0.001100,,0,Common Stock,USA,Kansas
BSSP,BASSLINE PRODUCTIONS INC,Pink No Information,0.000100,,0,Common Stock,USA,Arizona
SMAA,SMA ALLIANCE INC,Pink No Information,0.000100,,0,Common Stock,USA,Wyoming
NFEI,NEW FRONTIER ENERGY INC,Pink No Information,0.001600,,0,Common Stock,USA,Colorado
MIHL,MONTAGUE INTL HLDGS LTD,Pink No Information,0.001700,,0,Common Stock,USA,Pennsylvania
GTMM,GUITAMMER CO,Pink No Information,0.004600,,0,Common Stock,USA,Ohio
CAMG,CAM GROUP INC,Pink No Information,0.003500,,0,Common Stock,China,
VIRA,VIRATECH CORP,Pink Current,0.006500,-17.721500,311800,Common Stock,USA,California
ZVTK,ZEVOTEK INC,Pink Current,0.003200,-8.571400,903259,Common Stock,USA,Nevada
CTBG,COIL TUBING TECH INC,Pink No Information,0.003800,35.714300,119,Common Stock,USA,Texas
BIONQ,BIONITROGEN HLDGS CORP,Pink No Information,0.000500,,58,Common Stock,USA,Florida
LVBX,LEVELBLOX INC,Pink No Information,0.011000,,0,Common Stock,USA,Florida
BRTI,BLACKRIDGE TECH INC,Pink No Information,0.002500,-45.652200,15000,Common Stock,USA,Nevada
PALS,MOPALS.COM INC,Pink No Information,0.009800,,0,Common Stock,Canada,Ontario
IZNN,IZON NETWORK INC,Pink No Information,0.005800,0.000000,50560,Common Stock,USA,Arizona
VUOC,VU1 CORP,Pink No Information,0.002600,0.000000,126,Common Stock,USA,California
EUOT,EUROTECH LTD,Pink No Information,0.000400,,0,Common Stock,USA,Texas
PHRX,PHARMAGEN INC,Pink No Information,0.000900,-40.000000,790,Common Stock,USA,Maryland
RRRI,ROCK RIDGE RESOURCES INC,Pink No Information,0.011100,,14,Common Stock,USA,California
CEVE,CERES VENTURES INC,Pink No Information,0.005000,,0,Common Stock,USA,New York
EXCC,EXCEL CORP,Pink No Information,0.002400,-22.580600,300,Common Stock,USA,Texas
ASPW,ARISTA POWER INC,Pink No Information,0.002000,,0,Common Stock,USA,New York
DKAM,DRINKS AMERICAS HLDGS LTD,Pink No Information,0.000100,,0,Common Stock,USA,California
GDVM,GLOBAL DEVS INC (DEL),Pink No Information,0.000200,0.000000,250000,Common Stock,USA,Massachusetts
PSSS,PUISSANT INDUSTRIES INC,Pink No Information,0.002000,-60.000000,125,Common Stock,USA,Kentucky
ADMG,ADAMANT DRI PRCNG &MNRLS,Pink No Information,0.007000,,0,Common Stock,China,
GFMH,GOLIATH FILM & MEDIA HLDG,Pink Current,0.006800,9.677400,5000,Common Stock,USA,Nevada
UVFT,UV FLU TECHS INC,Pink No Information,0.018950,-0.263200,30010,Common Stock,USA,Illinois
FERN,FERNHILL CORP,Pink No Information,0.000500,,0,Common Stock,USA,Nevada
QUAN,QUANTUM INTL CORP,Pink No Information,0.004800,,0,Common Stock,USA,Texas
AGYP,ALLIED ENERGY CORP,Pink Current,0.008000,-1.234600,4900,Common Stock,USA,Texas
ETEK,ECO-TEK GROUP INC,Pink No Information,0.000200,,0,Common Stock,Canada,Ontario
REFG,MEDICAL CANNABIS PYMT SL,Pink Limited,0.009000,11.111100,14203,Common Stock,USA,Wyoming
ERGO,ENTIA BIOSCIENCES INC,Pink No Information,0.015000,,0,Common Stock,USA,Oregon
CNCT,CHINA TELETECH HLDGS INC,Pink No Information,0.001400,0.000000,2020,Common Stock,China,
OPUS,OPUS MAGNUM AMERIS INC,Pink No Information,0.006100,,5,Common Stock,USA,Florida
BYRG,BUYER GROUP INTL INC,Pink No Information,0.005550,13.265300,622000,Common Stock,USA,Texas
RESS,RENEWABLE ENERGY SLTNS,Pink No Information,0.008760,,0,Common Stock,USA,Georgia
DCLT,DATA CALL TECHS INC,Pink Current,0.004000,,0,Common Stock,USA,Texas
PTOP,PEER TO PEER NETWORK,Pink No Information,0.000900,12.500000,5509601,Common Stock,USA,Maine
PURA,PURATION INC,Pink Current,0.011400,8.056900,3166685,Common Stock,USA,Texas
BTHE,BOSTON THERAPEUTICS INC,Pink No Information,0.010700,9.183700,1000,Common Stock,USA,Massachusetts
MGUY,MOGUL ENERGY INTL INC,Pink No Information,0.006000,,0,Common Stock,USA,Texas
LUDG,LUDWIG ENTERPRISES,Pink No Information,0.009400,,0,Common Stock,USA,Nevada
BABL,BUILDABLOCK CORP,Pink No Information,0.003700,32.142900,1651250,Common Stock,USA,Florida
SNRY,SOLAR ENERGY INITIATV INC,Pink No Information,0.000600,0.000000,20228592,Common Stock,Canada,Alberta
VALV,SHENGKAI INNOVATIONS INC,Pink No Information,0.008500,70.000000,36000,Common Stock,China,
CDID,QUAD ENERGY CORP NEW,Pink No Information,0.003100,,0,Common Stock,USA,Florida
PHIL,"PHI GROUP, INC",Pink No Information,0.000100,0.000000,3000000,Common Stock,USA,Nevada
MGTI,MGT CAPITAL INVTS INC,OTCQB,0.013200,0.000000,1083117,Common Stock,USA,North Carolina
PDPR,MARATHON GROUP CORP,Pink No Information,0.000100,,0,Common Stock,USA,Connecticut
CFPI,CALIFORNIA STYLE PALMS,Pink No Information,0.010300,,0,Common Stock,USA,California
VYDR,VYDROTECH INC,Pink No Information,0.002100,,0,Common Stock,USA,Texas
SFPI,SANTA FE PETROLEUM INC,Pink No Information,0.002000,,0,Common Stock,USA,Texas
OIDN,OIDON CO LTD,Pink No Information,0.000100,,0,Common Stock,USA,New York
TYTN,TYTAN HOLDINGS INC,Pink No Information,0.002000,,0,Common Stock,USA,Washington
INVU,INVESTVIEW INC,OTCQB,0.018550,0.542000,108674,Common Stock,USA,New Jersey
SAML,"SAMSARA LUGGAGE, INC",Pink Current,0.000700,-6.666700,10032466,Common Stock,USA,New Jersey
MTVX,APT MOTO VOX GROUP INC,Pink No Information,0.000100,,0,Common Stock,USA,Missouri
GRLT,GRILLIT INC,Pink No Information,0.000100,,0,Common Stock,USA,Florida
MGON,MEGOLA INC,Pink Current,0.009150,5.172400,241771,Common Stock,USA,Florida
CDNN,CHINA INDUSTRIAL STL INC,Pink No Information,0.003600,,0,Common Stock,USA,New York
GGSM,GOLD AND GEMSTONE MNG INC,Pink No Information,0.001850,-2.631600,2407550,Common Stock,USA,Texas
JRIV,JAMES RIVER HLDGS CORP,Pink No Information,0.020000,,0,Common Stock,USA,Missouri
CAHI,CARRIER ALLIANCE HLDGS,Pink No Information,0.005500,,100,Common Stock,USA,New York
TRII,TRIO RESOURCES INC,Pink No Information,0.001000,,0,Common Stock,Canada,Ontario
DDRIQ,DIVERSIFIED RES INC,Pink No Information,0.002600,,0,Common Stock,USA,Colorado
RIHT,RIGHTSCORP INC,Pink No Information,0.020000,0.000000,8500,Common Stock,USA,California
MDAV,DAVI LUXURY BRAND GRP INC,Pink No Information,0.004000,,0,Common Stock,USA,California
VRUS,VERUS INTL INC,OTCQB,0.001400,-6.666700,57556432,Common Stock,USA,Maryland
SRCO,SPARTA COMML SVCS INC,Pink Current,0.002600,-18.750000,400000,Common Stock,USA,New York
LTNC,LABOR SMART INC,Pink No Information,0.000100,,0,Common Stock,USA,Georgia
SCRCQ,SCRIPSAMERICA INC,Pink No Information,0.000500,0.000000,80000,Common Stock,USA,Virginia
IMNG,IMING CORP,Pink No Information,0.004000,,0,Common Stock,Hong Kong,
STTX,STRATEX OIL & GAS HLDG,Pink No Information,0.002500,,0,Common Stock,USA,Connecticut
TNGNQ,TENGION INC NEW,Pink No Information,0.000900,,0,Common Stock,USA,North Carolina
CHYL,CHINA SENIOR LIV IND INT,Pink No Information,0.015550,,0,Common Stock,USA,Arizona
MYHI,MOUNTAIN HIGH ACQSTN CRP,OTCQB,0.013250,-7.986100,142676,Common Stock,USA,Arizona
AAGH,AMERICA GREAT HEALTH,Pink No Information,0.007100,-5.333300,8000,Common Stock,USA,California
SNDD,REDHAWK HOLDINGS CORP,Pink Current,0.005500,37.500000,4264642,Common Stock,USA,Louisiana
OODH,ORION DIVERSIFIED HLDG,Pink No Information,0.002400,0.000000,40000,Common Stock,USA,Nevada
MJTV,MICHAEL JAMES ENTERPRISES,Pink No Information,0.000600,0.000000,1412550,Common Stock,USA,Wyoming
AWEB,ARETI WEB INNOVATIONS INC,Pink No Information,0.012100,,0,Common Stock,USA,Nevada
VEND,GENERATION NEXT FRANCHISE,Pink No Information,0.012000,12.149500,106030,Common Stock,USA,California
UNMK,TRITENT INTL AGRICULTURE,Pink No Information,0.001900,,0,Common Stock,USA,Illinois
BRGC,BRIGHTROCK GOLD CORP,Pink No Information,0.014300,-22.388100,14000,Common Stock,USA,Florida
DSOX,TRITON EMISSION SLTNS INC,Pink No Information,0.004400,-2.222200,24013,Common Stock,Canada,British Columbia
AGIN,AMERICAN GRAPHITE TECHS,Pink No Information,0.007000,9.375000,311281,Common Stock,USA,Nevada
PIHN,POLARIS INTL HOLDINGS INC,Pink No Information,0.000200,,0,Common Stock,USA,Texas
IHAI,INNOVATIVE HLDGS ALL INC,Pink No Information,0.010000,,0,Common Stock,USA,Georgia
ERAO,ENERGY REVENUE AMERICA,Pink No Information,0.002500,-23.780500,15000,Common Stock,USA,Texas
GVHIB,GLOBAL VISION HLDGS INC B,Pink No Information,0.001300,,0,Common Stock,USA,California
FDMF,FREEDOM ENERGY HLDGS INC,Pink No Information,0.000100,0.000000,300000,Common Stock,USA,Indiana
BZIC,BEAMZ INTERACTIVE INC,Pink No Information,0.003500,,0,Common Stock,USA,Arizona
FMNJ,FRANKLIN MINING INC,Pink No Information,0.005100,-40.000000,470935,Common Stock,USA,Nevada
HCRSQ,HI-CRUSH INC,Pink Current,0.017000,-39.068100,2875211,Common Stock,USA,Texas
DRNK,NOHO INC,Pink No Information,0.000100,,0,Common Stock,USA,Arizona
SIBE,SIBLING GROUP HLDGS INC,Pink No Information,0.001300,,0,Common Stock,USA,Florida
SVLT,SUNVAULT ENERGY INC,Pink No Information,0.010300,,0,Common Stock,Canada,Alberta
PROP,PLEDGE PETROLEUM CORP,Pink No Information,0.005400,,0,Common Stock,USA,Tennessee
GNOW,AMER CARESOURSE HLDGS INC,Pink No Information,0.008550,,0,Common Stock,USA,Georgia
VTMB,VITAMIN BLUE INC,Pink No Information,0.000600,,0,Common Stock,USA,California
TLGN,TOTALLY GREEN INCORP,Pink No Information,0.004100,,0,Common Stock,Canada,Ontario
TRGM,TARGETED MEDICAL PHARMA,Pink No Information,0.010000,,0,Common Stock,USA,California
NTRU,NATUR INTERNATIONAL CORP,Pink No Information,0.008500,0.000000,28717,Common Stock,The Netherlands,
ARGQ,ARGENTUM 47 INC,Pink Current,0.002100,0.000000,5000,Common Stock,United Kingdom,England
GLRI,GLORI ENERGY INC,Pink No Information,0.004100,,0,Common Stock,USA,Texas
KALY,KALI INC,Pink No Information,0.001100,0.000000,809000,Common Stock,USA,Texas
VRDR,VERDE RESOURCES INC,OTCQB,0.014000,,0,Common Stock,Hong Kong,
PKPH,PEAK PHARMACEUTICALS INC,Pink No Information,0.012300,2.500000,10000,Common Stock,USA,Colorado
INNO,INNOCAP INC,Pink Current,0.007500,-6.832300,31008,Common Stock,USA,Texas
AVOZ,ALTAVOZ ENTERTAINMENT INC,Pink No Information,0.009200,,0,Common Stock,USA,Florida
NNRX,NUTRANOMICS INC,Pink Limited,0.000100,0.000000,2410200,Common Stock,USA,Oregon
PUGE,PUGET TECHNOLOGIES INC,Pink No Information,0.000100,0.000000,62027300,Common Stock,USA,Florida
JPEX,JPX GLOBAL INC,Pink No Information,0.000500,-9.090900,27113570,Common Stock,USA,Utah
RJDG,RJD GREEN INC,Pink Current,0.008200,-5.638700,1735269,Common Stock,USA,Oklahoma
ZDEC,ZENOVIA DIGITAL EXCH CORP,Pink No Information,0.008500,,0,Common Stock,USA,Virginia
XREG,XR ENERGY INC,Pink No Information,0.000200,0.000000,2000100,Common Stock,USA,Texas
OWCP,OWC PHARMS RESEARCH CORP,Pink No Information,0.007850,0.641000,1369925,Common Stock,Israel,
TAYO,TAYLOR CONSULTING INC,Pink No Information,0.006740,,0,Common Stock,USA,Texas
VVIT,VISTA INTL TECHS INC,Pink No Information,0.002200,,0,Common Stock,USA,Colorado
MEIL,METHES ENERGIES LTD,Pink No Information,0.014700,,0,Common Stock,USA,Nevada
VGLS,VG LIFE SCIENCES INC,Pink Current,0.008700,-13.861400,12967,Common Stock,USA,Maine
VMSI,VITA MOBILE SYSTEMS INC,Pink Current,0.006000,6.194700,339250,Common Stock,USA,California
OTOW,O2 SECURE WIRELESS INC,Pink No Information,0.003000,,0,Common Stock,USA,Florida
BLFR,BLUEFIRE EQUIPMENT CORP,Pink No Information,0.005000,,0,Common Stock,Canada,Ontario
GMNI,GEMINI GROUP GLOBAL CORP,Pink No Information,0.001100,0.000000,968058,Common Stock,USA,Texas
CCTL,COIN CITADEL,Pink No Information,0.000900,-10.000000,36718252,Common Stock,USA,New York
TWSI,TRISTAR WELLNESS SLTNS,Pink No Information,0.004500,,0,Common Stock,USA,Oregon
CHUC,CHARLIES HOLDINGS INC,Pink Current,0.004100,-2.381000,2772836,Common Stock,USA,California
SUFF,OPHIR RESOURCES CO,Pink No Information,0.013100,,0,Common Stock,USA,Nevada
GOFF,GOFF CORP NEW,Pink No Information,0.007700,0.653600,671297,Common Stock,USA,Nevada
ENGA,ENGAGE MOBILITY INC,Pink No Information,0.013000,,0,Common Stock,China,
MDMP,MDM PERMIAN INC,Pink Current,0.007000,7.692300,354913,Common Stock,USA,Texas
FBCD,FBC HOLDING INC,Pink No Information,0.000100,0.000000,135642338,Common Stock,USA,New Jersey
ENZC,ENZOLYTICS INC,Pink No Information,0.005900,9.259300,117175151,Common Stock,USA,Texas
RMRK,RIMROCK GOLD CORP,Pink No Information,0.000300,50.000000,1208500,Common Stock,USA,Nevada
HADV,HEALTH ADVANCE INC,Pink No Information,0.010100,-22.307700,40500,Common Stock,USA,Colorado
SNWR,SANWIRE CORPORATION,Pink Current,0.016000,6.666700,1434393,Common Stock,USA,Nevada
ILUS,ILUSTRATO PICTURES INTL,Pink No Information,0.001000,,40,Common Stock,USA,Colorado
CNTO,CENTOR ENERGY INC,Pink No Information,0.004000,,0,Common Stock,Canada,Alberta
VEST,VESTIAGE INC,Pink No Information,0.006550,,2,Common Stock,USA,California
TINO,TAMINO MINERALS INC,Pink No Information,0.002300,,0,Common Stock,Mexico,
ALVRQ,ALVARION LTD,Pink No Information,0.008000,0.000000,690,Common Stock,Israel,
MWWC,MARKETING WRLDWD CORP,Pink No Information,0.000100,,0,Common Stock,USA,Michigan
HZNM,HORIZON MINERALS CORP,Pink No Information,0.003000,,0,Common Stock,USA,Nevada
QBAN,TELCO CUBA INC,Pink Current,0.000100,0.000000,3338110,Common Stock,USA,Florida
JRVS,IMINE CORPORATION,Pink Current,0.015000,0.000000,10000,Common Stock,USA,Indiana
NSAV,NET SAVINGS LINK INC,Pink Current,0.000100,0.000000,1110000,Common Stock,USA,Pennsylvania
USMJ,NORTH AMER CANNABIS HLDG,Pink Current,0.000150,0.000000,8351975,Common Stock,USA,Texas
CCLX,CABLECLIX (USA) INC,Pink No Information,0.002400,,0,Common Stock,USA,Nevada
BMIN,BRITANNIA MINING INC,Pink No Information,0.006900,0.000000,533729,Common Stock,USA,New York
NHLE,NHALE INC,Pink No Information,0.007490,,0,Common Stock,USA,Colorado
ECTE,ECHO THERAPEUTICS INC,Pink No Information,0.007900,5.333300,3303,Common Stock,USA,New Jersey
IMUN,IMMUNE THERAPEUTICS INC,Pink Current,0.017000,12.582800,810056,Common Stock,USA,Florida
CESX,CES SYNERGIES INC,Pink No Information,0.005600,,0,Common Stock,USA,Florida
HBPE,HBP ENERGY CORP,Pink No Information,0.015200,,0,Common Stock,China,Hong Kong
CRTL,CARTEL BLUE INC,Pink No Information,0.009500,,0,Common Stock,USA,California
CNABQ,UNITED CANNABIS CORP,Pink No Information,0.009300,1.087000,198213,Common Stock,USA,Colorado
HDYNQ,HYPERDYNAMICS CORP,Pink No Information,0.000200,,144,Common Stock,USA,Texas
IBRC,IBRANDS CORP,Pink No Information,0.000100,0.000000,1000000,Common Stock,USA,Nevada
USDF,US-DADI FERTILIZER IND IN,Pink No Information,0.020000,,0,Common Stock,USA,California
AZRH,AZURE HOLDING GROUP CORP,Pink No Information,0.006900,3.759400,1664956,Common Stock,USA,California
GRSO,GROW SOLUTIONS HLDGS,Pink Current,0.000500,-16.666700,26042132,Common Stock,Canada,Saskatchewan
BWMG,BROWNIE'S MARINE GRP INC,Pink Current,0.016350,,25,Common Stock,USA,Florida
WLYW,WALLY WORLD MEDIA INC,Pink No Information,0.003000,,0,Common Stock,USA,New Jersey
ADHC,AMER DIVRSFD HLDGS CORP,Pink No Information,0.001300,0.000000,2433500,Common Stock,USA,California
LIQDQ,LIQUID HOLDINGS GROUP INC,Pink No Information,0.001100,-38.888900,5000,Common Stock,USA,New Jersey
TCEC,TRANSCOASTAL CORP,Pink No Information,0.009000,,0,Common Stock,USA,Texas
HOTF,HOT MAMAS FOODS INC CO,Pink No Information,0.019000,-5.000000,7630,Common Stock,USA,Massachusetts
IGEX,INDO GLOBAL EXCH PTE LTD,Pink No Information,0.000100,0.000000,5600730,Common Stock,USA,Colorado
ACTL,ARTEC GLOBAL MEDIA INC,Pink No Information,0.000300,50.000000,470000,Common Stock,USA,Nevada
SPHS,SOPHIRIS BIO INC,Pink No Information,0.015000,-6.250000,517113,Common Stock,USA,California
RWMI,REGALWORKS MEDIA INC,Pink No Information,0.015000,114.285700,200,Common Stock,USA,California
GPSI,GENERAL PAYMENT SYS INC,Pink No Information,0.013900,0.000000,25000,Common Stock,USA,California
FRCN,FIREMANS CONTRACTORS INC,Pink No Information,0.000200,,0,Common Stock,USA,Texas
KRED,KONARED CORPORATION,Pink No Information,0.002300,0.000000,5800,Common Stock,USA,California
MJDS,MOJO DATA SOLUTIONS INC,Pink No Information,0.020000,,0,Common Stock,USA,Texas
GASE,GASE ENERGY INC,Pink No Information,0.006100,,0,Common Stock,USA,Virginia
BLUU,BLUE WATER GLOBAL GRP INC,Pink No Information,0.000100,-50.000000,12303600,Common Stock,USA,Georgia
KAST,KASTEN INC,Pink No Information,0.004000,,0,Common Stock,USA,South Dakota
INOH,IN OVATIONS HOLDINGS INC,Pink No Information,0.000100,9900.000000,40000,Common Stock,USA,New York
ONCI,ON4 COMMUNS INC,Pink Current,0.000150,-25.000000,31963215,Common Stock,USA,New York
EMBR,EMBARR DOWNS INC,Pink No Information,0.000900,12.500000,1600000,Common Stock,USA,California
PBYA,PROBILITY MEDIA CORP,Pink No Information,0.000100,-33.333300,4500000,Common Stock,USA,Texas
FTEG,FOR THE EARTH CORP,Pink No Information,0.000100,-50.000000,2350999,Common Stock,USA,Arizona
STGGQ,STG GROUP INC,Pink No Information,0.012000,,0,Common Stock,USA,Virginia
DPSM,3D PIONEER SYSTEMS INC,Pink Current,0.012500,2.880700,15792,Common Stock,USA,Nevada
ARNI,ARNO THERAPEUTICS INC,Pink No Information,0.004800,,0,Common Stock,USA,Oregon
ESNC,ENSYNC INC,Pink No Information,0.010300,-6.363600,12504,Common Stock,USA,Wisconsin
TXSO,TEXAS SOUTH ENERGY INC,Pink No Information,0.000800,,0,Common Stock,USA,Texas
KATX,KAT EXPLORATION INC,Pink No Information,0.000200,,0,Common Stock,Canada,Newfoundland
DDDX,3DX INDUSTRIES INC,Pink Current,0.009250,-7.500000,14987,Common Stock,USA,Washington
OPVS,NANOFLEX POWER CORP,Pink No Information,0.018500,2.777800,11600,Common Stock,USA,Arizona
PDGO,PARADIGM OIL & GAS INC,Pink No Information,0.000500,-16.666700,9355400,Common Stock,USA,Texas
TLOG,TETRALOGIC PHARMS CORP,Pink No Information,0.020000,0.000000,5000,Common Stock,USA,Pennsylvania
ETER,ENTERRA CORPORATION,Pink No Information,0.020000,,0,Common Stock,USA,New York
SPRV,SUPURVA HEALTHCARE GRP,Pink Current,0.000100,0.000000,5078890,Common Stock,USA,California
ERFB,ERF WIRELESS INC,Pink Current,0.005700,2.333900,71722,Common Stock,USA,Texas
GKIT,GREENKRAFT INC,Pink No Information,0.019000,0.000000,1449,Common Stock,USA,California
RTON,RIGHT ON BRANDS INC,Pink No Information,0.000150,-25.000000,7790999,Common Stock,USA,Texas
BLGI,BLACK CACTUS GLOBAL INC,Pink Current,0.012000,-16.083900,79997,Common Stock,USA,Illinois
COWI,COROWARE INC,Pink No Information,0.000100,,0,Common Stock,USA,Washington
PJET,PRIORITY AVIATION INC,Pink No Information,0.000500,,1,Common Stock,USA,Texas
GMEV,GME INNOTAINMENT INC,Pink Current,0.001100,-5.579400,11797372,Common Stock,USA,New York
ALKM,ALKAME HOLDINGS INC,Pink Current,0.000600,-20.000000,6435390,Common Stock,USA,Nevada
ILIM,IL2M INTERNATIONAL CORP,Pink No Information,0.000200,100.000000,1000000,Common Stock,USA,California
TONR,TONNER-ONE WORLD HOLDINGS,Pink No Information,0.000100,,0,Common Stock,USA,Texas
UATG,UMBRA APPLIED TECHS GROUP,Pink No Information,0.001100,0.000000,23361,Common Stock,USA,Florida
SVAD,SILVERTON ADVENTURES INC,Pink No Information,0.000200,,0,Common Stock,USA,California
HBRM,HERBORIUM GROUP INC,Pink No Information,0.000100,,0,Common Stock,USA,New Jersey
MNVN,MONDIAL VNTRS INC,Pink No Information,0.000100,,0,Common Stock,USA,Arizona
RSAU,ROOSHINE INC,Pink Current,0.004900,2.083300,395476,Common Stock,USA,Florida
SAPX,SEVEN ARTS ENTMT INC,Pink No Information,0.000100,0.000000,4235273,Common Stock,USA,California
NUUU,REJUVEL BIO-SCIENCES INC,Pink No Information,0.000100,,0,Common Stock,USA,Florida
APTY,APT SYSTEMS INC,Pink No Information,0.000200,0.000000,1605999,Common Stock,USA,California
TXTM,PROTEXT MOBILITY INC,Pink No Information,0.000300,-25.000000,1733332,Common Stock,South Africa,
WHSI,WEARABLE HEALTH SOLUTIONS,Pink No Information,0.007200,,0,Common Stock,Canada,Ontario
PFWIQ,PETRONE WORLDWIDE INC,Pink No Information,0.000675,-15.625000,1600000,Common Stock,USA,Florida
RENU,RENUEN CORP,Pink No Information,0.002200,,0,Common Stock,USA,Florida
EXHI,EXLITES HOLDINGS INTL INC,Pink No Information,0.002200,,0,Common Stock,USA,California
MENC,MILLENNIUM ENERGY CRP,Pink No Information,0.003000,,0,Common Stock,USA,New Jersey
AKAOQ,ACHAOGEN INC,Pink No Information,0.009100,-9.452700,40552,Common Stock,USA,California
VGID,V GROUP INC,Pink No Information,0.000100,0.000000,800000,Common Stock,USA,California
MOBO,MOBILE LADS CORP,Pink No Information,0.010000,30.719000,27950,Common Stock,USA,Nevada
PRKI,PERK INTERNATIONAL INC,Pink Current,0.020000,,0,Common Stock,USA,Arizona
AOBI,AMERICAN ORINTL BIOEN,Pink No Information,0.020000,,5,Common Stock,China,
KPOC,KIMBERLY PARRY ORGANICS,Pink Limited,0.008900,61.818200,16179,Common Stock,USA,New Jersey
CPAI,CHAMPION PAIN CARE CORP,Pink No Information,0.003800,,0,Common Stock,USA,New York
FCGD,FIRST COLOMBIA GLD CORP,Pink No Information,0.000100,9900.000000,1499999,Common Stock,USA,Tennessee
AHROQ,ATHERONOVA INC,Pink No Information,0.002000,0.000000,100,Common Stock,USA,California
PLFX,PULSE EVOLUTION CORP,Pink No Information,0.011400,,0,Common Stock,USA,Florida
AXLX,AXIOLOGIX INC,Pink No Information,0.005500,-5.172400,46387,Common Stock,USA,Nevada
ETKR,EVOLUTION TECH RES INC,Pink No Information,0.003270,,0,Common Stock,Malaysia,
CCTC,CLEAN COAL TECHS INC,OTCQB,0.011000,-15.384600,3227987,Common Stock,USA,New York
EWRC,EWORLD COMPANIES INC,Pink No Information,0.000700,16.666700,10282270,Common Stock,USA,California
MRES,INSTITUTE OF BIOMED RESH,Pink No Information,0.001100,37.500000,29209,Common Stock,Montenegro,
ETFM,2050 MOTORS INC,Pink No Information,0.000400,0.000000,21804005,Common Stock,USA,Illinois
VDRM,VIADERMA INC,Pink Current,0.001600,0.000000,30000,Common Stock,USA,California
FLXP,FLEXPOWER INC,Pink No Information,0.005500,0.000000,3359,Common Stock,USA,Florida
HVCW,HARRISON VICKERS&WATERMEL,Pink No Information,0.000100,,0,Common Stock,USA,Connecticut
BOXS,BOXSCORE BRANDS INC,Pink No Information,0.013500,,0,Common Stock,USA,Nevada
GLFH,GALENFEHA INC,Pink No Information,0.020000,11.111100,198971,Common Stock,USA,Texas
BLPG,BLUE LINE PROTECTION GRP,Pink No Information,0.000450,-10.000000,1312724,Common Stock,USA,Colorado
CAPV,CABO VERDE CAPITAL INC,Pink No Information,0.002400,,0,Common Stock,Portugal,
NEOM,NEOMEDIA TECHS INC,Pink No Information,0.000200,33.333300,853470,Common Stock,USA,Colorado
SBES,SOUTH BEACH SPIRITS INC,Pink No Information,0.001700,-10.526300,45276903,Common Stock,USA,South Carolina
GJST,GEO JS TECH GROUP CORP,Pink Limited,0.010000,,0,Common Stock,USA,Texas
CBBT,CEREBAIN BIOTECH CORP,Pink No Information,0.003400,13.333300,3234077,Common Stock,USA,California
MLFB,MAJOR LEAGUE FOOTBALL INC,Pink Current,0.002500,-3.846200,35241606,Common Stock,USA,Florida
LGBI,CANNABIZ MOBILE INC,Pink No Information,0.000400,0.000000,20000,Common Stock,USA,New York
LBTD,LOTUS BIO TECH DEV CP,Pink No Information,0.002500,0.000000,250,Common Stock,China,Hong Kong
ADTM,ADAPTIVE MEDIAS INC,Pink No Information,0.000100,0.000000,5000,Common Stock,USA,New Jersey
EPRSQ,EPIRUS BIOPHARMS INC,Pink No Information,0.003500,-2.777800,334,Common Stock,USA,Massachusetts
RNWR,808 RENEWABLE ENERGY CORP,Pink No Information,0.012100,0.000000,2000,Common Stock,USA,Arizona
